A,n,mean_Y,mean_ps,p10_ps,p90_ps
0,75035,0.16694875724661826,0.2623888194137189,0.13508400971218681,0.4889900786196548
1,35481,0.27575322003325725,0.4454599288328691,0.22231525160332022,0.7548487809662192
