method,model,target,horizon,q_lo,q_hi,coverage,mean_width,median_width,p90_width,n
gbrt_quantile,hgb_quantile,inpatient_beds_used,1,0.1,0.9,0.773936170212766,321.99206710525465,242.00416097420248,686.0689216720984,376
naive_conformal,naive_last,inpatient_beds_used,7,0.1,0.9,0.8803191489361702,684.75,684.0,690.0,376
gbrt_quantile,hgb_quantile,inpatient_beds_used,14,0.1,0.9,0.6781914893617021,460.3656143371709,301.9266112139767,1128.3670532563192,376
gbrt_quantile,hgb_quantile,staffed_adult_icu_bed_occupancy,1,0.1,0.9,0.7686170212765957,47.624680371981036,40.1612486579192,94.2994885694248,376
gbrt_quantile,hgb_quantile,staffed_adult_icu_bed_occupancy,7,0.1,0.9,0.7393617021276596,63.762015983649185,51.06978450612149,128.1729389537128,376
gbrt_quantile,hgb_quantile,staffed_adult_icu_bed_occupancy,14,0.1,0.9,0.7047872340425532,67.28701763746251,56.01860155012963,133.1830969470916,376
