prevalence,pr_auc,roc_auc,brier,logloss,mean_p,median_p,prec_top_1,captured_top_1,k_top_1,prec_top_5,captured_top_5,k_top_5,prec_top_10,captured_top_10,k_top_10,prec_top_20,captured_top_20,k_top_20
0.10576446075999603,0.2033194366378724,0.6598885906723434,0.0908418337203922,0.3201560431345948,0.11166012635023308,0.09818751455385075,0.38308457711442784,77,201,0.30089374379344586,303,1007,0.23722084367245658,478,2015,0.19796576531877946,798,4031
0.11109460128776621,0.22396148145306796,0.6687785511811032,0.09407856062560672,0.3283571942204836,0.11194225307590533,0.098297991043776,0.3781094527363184,76,201,0.33597621407333994,339,1009,0.271421495789995,548,2019,0.21644378405151066,874,4038
0.10552141157811261,0.19468994825079922,0.6503288227912176,0.09116080849789948,0.3216953676205031,0.11070257415517339,0.09807139654874075,0.373134328358209,75,201,0.29365079365079366,296,1008,0.23500247892910262,474,2017,0.18934324659231722,764,4035
0.10473678973032143,0.2080473685829962,0.6732712101156256,0.08968441478735827,0.31614291129542405,0.1107568829217487,0.0979765242010196,0.37,74,200,0.31274900398406374,314,1004,0.25136884021901446,505,2009,0.20577258024384176,827,4019
0.1063219811180861,0.21846846112217266,0.6719027705779983,0.09051556837299671,0.31864440975955044,0.11294666212448738,0.0982437611810093,0.3316831683168317,67,202,0.3283877349159248,332,1011,0.2698961937716263,546,2023,0.21428571428571427,867,4046
0.10483140412682436,0.20639605963971897,0.6696910399237836,0.08992193652508673,0.3170164188664805,0.11074172478574505,0.09731787473878695,0.37373737373737376,74,198,0.2940584088620342,292,993,0.23754403623553094,472,1987,0.19652742828384498,781,3974
0.11146182679029394,0.23101317490017925,0.6854022334129741,0.0938562536974191,0.32651866300748067,0.1129225014108258,0.0979341902089579,0.3910891089108911,79,202,0.33464955577492594,339,1013,0.2861371484953133,580,2027,0.2278668310727497,924,4055
0.10510465291371782,0.1950716894075191,0.662806437769229,0.09063577335430012,0.31938154631541854,0.1100673323334098,0.0973029687387874,0.38190954773869346,76,199,0.26907630522088355,268,996,0.2248995983935743,448,1992,0.19427710843373494,774,3984
0.1057375030780596,0.19421969441534875,0.6542847539219088,0.09129441063709957,0.3218730467508372,0.1113478366166237,0.0975839431227214,0.33497536945812806,68,203,0.2857142857142857,290,1015,0.22610837438423645,459,2030,0.19453336616596897,790,4061
0.10936492984978434,0.2142608236129486,0.6661735231621675,0.09318943921329807,0.32618473301149997,0.11156829189386813,0.0974257416276939,0.3880597014925373,78,201,0.30456349206349204,307,1008,0.2523549826474963,509,2017,0.2114526524541398,853,4034
0.10553208214601552,0.20898204058466116,0.6726798376780856,0.09027353167632757,0.31772031792781585,0.11248697738849836,0.09818241067272265,0.3645320197044335,74,203,0.3048180924287119,310,1017,0.25356265356265356,516,2035,0.20270270270270271,825,4070
0.1069138968340073,0.19235238913506714,0.6543465924719987,0.09230918236237945,0.3246020017023299,0.11201474595888687,0.0981818933448024,0.28217821782178215,57,202,0.2694965449160908,273,1013,0.23877651702022692,484,2027,0.20073982737361282,814,4055
0.10348728542619645,0.20484102946309088,0.6647519187158314,0.08898965001058694,0.3150086901890657,0.11225304194479056,0.0987358218244689,0.3891625615763547,79,203,0.3031496062992126,308,1016,0.23708804722085589,482,2033,0.19478603049680276,792,4066
0.10382894082545997,0.2011722614766676,0.6682398689171303,0.08930892148847916,0.31543318579482854,0.1115660605380374,0.09787294245167275,0.3383084577114428,68,201,0.2965174129353234,298,1005,0.23868722028841372,480,2011,0.20213823968175038,813,4022
0.10941677393801366,0.21700954078257978,0.6695157254157373,0.09303781234449982,0.325558814993607,0.11257498101251567,0.09797773524286116,0.3781094527363184,76,201,0.31615460852329036,319,1009,0.2669638434868747,539,2019,0.2136667491953454,863,4039
0.10425075995415359,0.1992353378700797,0.656931618431165,0.08986603229220351,0.3178886878245979,0.1109195287671805,0.097812733400303,0.395,79,200,0.2811565304087737,282,1003,0.24476570289132601,491,2006,0.19810615499626213,795,4013
0.10767627648489059,0.2134634315882256,0.6722236772005101,0.09183398105458761,0.3218851968218667,0.11227304573570451,0.0981877240987211,0.39303482587064675,79,201,0.2919563058589871,294,1007,0.2575682382133995,519,2015,0.20843672456575682,840,4030
0.1013662849105887,0.2033326807534528,0.6732835309492378,0.08721880393317671,0.30943792546305404,0.11002623038484116,0.09676279460622275,0.3869346733668342,77,199,0.2904522613065327,289,995,0.24271356783919598,483,1990,0.19718663652348656,785,3981
0.10538688540989347,0.20601985317691274,0.6602256998537539,0.09047090739005532,0.31932725249502575,0.11195542105456932,0.0986965081051544,0.3969849246231156,79,199,0.3083083083083083,308,999,0.2496248124062031,499,1999,0.19709854927463732,788,3998
0.11006863858574885,0.19956323088393396,0.6571588839700881,0.0944200509394582,0.3299735174317502,0.11068098789370395,0.0977289915288972,0.3465346534653465,70,202,0.2855731225296443,289,1012,0.2414814814814815,489,2025,0.20271604938271606,821,4050
0.10653585055249988,0.22050741288544418,0.6700677128408051,0.09073970114368621,0.31939753643598645,0.1106449305532198,0.09740309422235,0.4577114427860697,92,201,0.30822596630327054,311,1009,0.24975222993062438,504,2018,0.21357779980178396,862,4036
0.10448580410159174,0.2063059796572342,0.6706157214793916,0.08958576453008915,0.3160004985943927,0.1117972515466295,0.0981830691576235,0.38,76,200,0.3013972055888224,302,1002,0.2470059880239521,495,2004,0.20234530938123751,811,4008
0.10712698177507779,0.20761752783796497,0.6635917019792976,0.09173523034325073,0.32239418902173206,0.11218965307184134,0.0979765242010196,0.37623762376237624,76,202,0.2994071146245059,303,1012,0.2509881422924901,508,2024,0.20004939491232404,810,4049
0.1064849113448906,0.19232094500527513,0.6536157802099035,0.09207045987222162,0.32394225498974516,0.11207658373078119,0.0984131252118161,0.35148514851485146,71,202,0.25296442687747034,256,1012,0.22974308300395258,465,2024,0.19362805631020005,784,4049
0.10909542743538768,0.2233275074400657,0.6697959925404192,0.09255069524897265,0.32429509011818763,0.11229333281280872,0.0980089114995858,0.43781094527363185,88,201,0.33101391650099404,333,1006,0.27037773359840955,544,2012,0.21520874751491054,866,4024
0.1063379588623167,0.21964353815147855,0.678237631370659,0.09050714888865607,0.3181340272971883,0.11262586529185854,0.0983087981443858,0.4187192118226601,85,203,0.3061023622047244,311,1016,0.2485236220472441,505,2032,0.21013779527559054,854,4064
0.10212195000745415,0.20108638270631068,0.6744723636631982,0.08793715199065547,0.3113288037868884,0.11164602278520049,0.0977268384612603,0.2835820895522388,57,201,0.2882703777335984,290,1006,0.24403578528827038,491,2012,0.198558648111332,799,4024
0.10409199522102748,0.2083850938081907,0.6711216575311572,0.08919181732236037,0.3149271852839607,0.11065418593754481,0.09797485279502165,0.385,77,200,0.3157370517928287,317,1004,0.25199203187250996,506,2008,0.20139407518048294,809,4017
0.10491282102230391,0.21011826813650702,0.6743795243698991,0.08970087521787531,0.3160767078187727,0.11150335183850686,0.0978653748212439,0.3482587064676617,70,201,0.30417495029821073,306,1006,0.2593144560357675,522,2013,0.2054148037754595,827,4026
0.10707667651625181,0.212502459683838,0.6708888399886228,0.09135286601360042,0.32091047481119556,0.1113566217672457,0.0971118193800829,0.3417085427135678,68,199,0.3166332665330661,316,998,0.2575150300601202,514,1996,0.21562734785875282,861,3993
0.11018536777755866,0.21830867262454068,0.6696095007587473,0.09368038481427182,0.3270872890508708,0.11235940418016901,0.0979498903285999,0.4158415841584158,84,202,0.3116370808678501,316,1014,0.2569033530571992,521,2028,0.20562130177514792,834,4056
0.10393131495707185,0.19112517191370318,0.6560586374413324,0.08992451165286072,0.317956015777798,0.11046624187550927,0.0973647160347158,0.3316582914572864,66,199,0.27638190954773867,275,995,0.23656454043194375,471,1991,0.19156414762741653,763,3983
0.10887474717576834,0.2139128769745039,0.6677949905145195,0.09278841740775323,0.3249409170155832,0.11215892920021595,0.0985967269440063,0.400990099009901,81,202,0.3089832181638697,313,1013,0.2525900345337938,512,2027,0.20966946225949679,850,4054
0.11026026026026026,0.20569528158718903,0.6715886080569815,0.09412126608734263,0.32797569778318475,0.1110496769091909,0.0978052215541643,0.34673366834170855,69,199,0.2832832832832833,283,999,0.24174174174174173,483,1998,0.2082082082082082,832,3996
0.10953016155328293,0.20488588411995015,0.6609324689318167,0.09373395172237665,0.32792317530873133,0.11133732772809049,0.0980108275543481,0.35148514851485146,71,202,0.2974308300395257,301,1012,0.24061264822134387,487,2024,0.20528656126482214,831,4048
0.1066876630087102,0.2126594911137152,0.6780403928233631,0.0909211059220245,0.3189688802712838,0.11242216209457144,0.0980838027302343,0.35467980295566504,72,203,0.3198818897637795,325,1016,0.2578740157480315,524,2032,0.21210629921259844,862,4064
0.10728685219785623,0.20617381739958868,0.6621481456463779,0.09191615592186116,0.3230474739980064,0.11231461513849673,0.0986734578018648,0.39901477832512317,81,203,0.29822834645669294,303,1016,0.24053123462862763,489,2033,0.1976887140398328,804,4067
0.10352422907488987,0.21515716001516128,0.6728703827514713,0.08849242512966912,0.3130886519942069,0.11027347632072923,0.09730608611386041,0.4271356783919598,85,199,0.32064128256513025,320,998,0.257386079118678,514,1997,0.20775969962453067,830,3995
0.10487335209598578,0.2070011572912181,0.6693055024469436,0.08993781470363545,0.3172066417486301,0.11177559734014972,0.097493368827347,0.36633663366336633,74,202,0.29446640316205536,298,1012,0.24098765432098765,488,2025,0.2034567901234568,824,4050
0.10475482912332838,0.19114057361479392,0.654150508944541,0.09069292070211751,0.32021567568351333,0.11147573541938573,0.09792607164366995,0.32338308457711445,65,201,0.2745292368681863,277,1009,0.2303120356612184,465,2019,0.19366022783556217,782,4038
0.10527881040892194,0.1981010567544736,0.6511770609971892,0.0908536562104793,0.3209774457022899,0.11119212584931663,0.098076813726442,0.39303482587064675,79,201,0.29464285714285715,297,1008,0.22806147744174515,460,2017,0.1895910780669145,765,4035
0.10775989732451377,0.19717557192981128,0.6576673895922788,0.09274712925798492,0.32543328469665656,0.11180580213390753,0.0987283082953397,0.38613861386138615,78,202,0.27964426877470355,283,1012,0.22617283950617284,458,2025,0.1964946926684769,796,4051
0.10768090886638676,0.21090164636407516,0.6631172346546746,0.09201597029304644,0.3232021570942179,0.11201361692458203,0.0983593822451531,0.3712871287128713,75,202,0.3181818181818182,322,1012,0.2509881422924901,508,2024,0.2059767843912077,834,4049
0.10396537842190016,0.2082163943029404,0.6693069376638545,0.0891454409616522,0.31499306163454377,0.11074923411301485,0.0969674852814722,0.35858585858585856,71,198,0.31017119838872104,308,993,0.24660291897332662,490,1987,0.19954705586311022,793,3974
0.110791015625,0.21354782228193978,0.6738788002417865,0.09415776488616272,0.328007208767002,0.11284475895667904,0.0988894716879786,0.35294117647058826,72,204,0.3203125,328,1024,0.255859375,524,2048,0.211669921875,867,4096
0.10484435992393154,0.2006787375444421,0.6593760911946157,0.09025574027609408,0.31869477021583675,0.11068521240011849,0.0973647160347158,0.4221105527638191,84,199,0.2872872872872873,287,999,0.24174174174174173,483,1998,0.20095095095095095,803,3996
0.10687286921290577,0.1943200051658251,0.6543362478268925,0.0922056092922409,0.32431097295677463,0.11179420393423967,0.0983442683397246,0.35148514851485146,71,202,0.27299703264094954,276,1011,0.23677706376668314,479,2023,0.19397084259945638,785,4047
0.10667866426714658,0.20507863656615488,0.6702508720431692,0.09135076768605561,0.32068260685253747,0.11128676229157793,0.0979210480974072,0.34,68,200,0.288,288,1000,0.2515,503,2000,0.207,828,4000
0.10189502926877667,0.202687069866272,0.6701224204541885,0.08768455223233819,0.31107019681581516,0.11083475020335493,0.09723527095759245,0.38308457711442784,77,201,0.28897715988083417,291,1007,0.24416873449131513,492,2015,0.1969734557181841,794,4031
0.10660480893943929,0.2095999328392846,0.6679919249641764,0.09111294198189084,0.3202688131706263,0.11099909137565919,0.09787198051823259,0.365,73,200,0.3033932135728543,304,1002,0.2569860279441118,515,2004,0.21152407084060862,848,4009
0.10863124629666206,0.21853657158123713,0.6763692766351752,0.09225911940737602,0.3229414074229425,0.11228147564625793,0.0971170234425776,0.32673267326732675,66,202,0.3231225296442688,327,1012,0.26222222222222225,531,2025,0.2145679012345679,869,4050
0.11065654574132493,0.20986187579740642,0.6587070333219072,0.09451032942547956,0.33036741932885666,0.11332292437713526,0.0988586749501178,0.3811881188118812,77,202,0.2859960552268245,290,1014,0.2504930966469428,508,2028,0.2072960315504067,841,4057
0.10575688752838945,0.1971046733614277,0.6592604724457509,0.09110319732390317,0.3209133472539433,0.11128311875746824,0.0978590981312443,0.32673267326732675,66,202,0.28063241106719367,284,1012,0.24246913580246915,491,2025,0.20493827160493827,830,4050
0.10850367136336575,0.2270558007690347,0.679807496541254,0.09176405794994076,0.3214356282511909,0.11277316052536643,0.0979765242010196,0.40298507462686567,81,201,0.3257199602780536,328,1007,0.2739454094292804,552,2015,0.22202927313321758,895,4031
0.10860021949516113,0.21612477739246813,0.6670668553893719,0.09248759153881628,0.3241885018486399,0.11099413679376238,0.09713793502922155,0.39,78,200,0.32335329341317365,324,1002,0.249500998003992,500,2004,0.204539785482664,820,4009
0.10266215619944109,0.19351010731248353,0.6665607346899202,0.08872470707474235,0.3140191215359856,0.11286442554540356,0.098226482769583,0.3054187192118227,62,203,0.29538763493621195,301,1019,0.24031387935262383,490,2039,0.19661681784751164,802,4079
0.10628497845574761,0.2179264228477213,0.6628118659548705,0.090671707785516,0.3197771824544141,0.11189365409455161,0.0985707358779878,0.42786069651741293,86,201,0.33002973240832506,333,1009,0.26498266468548787,535,2019,0.20950965824665677,846,4038
0.1078936929789766,0.22032864524499884,0.679141033167519,0.09156371404833925,0.3207638757548541,0.1130950201261633,0.0988821906783977,0.3681592039800995,74,201,0.33035714285714285,333,1008,0.2673611111111111,539,2016,0.2137366724522688,862,4033
0.10788874591705434,0.21533718600675297,0.6713595906829788,0.09186686898156853,0.3221950308299392,0.11163974900748903,0.09809246842237845,0.40594059405940597,82,202,0.3207920792079208,324,1010,0.25445544554455446,514,2020,0.20935412026726058,846,4041
0.10551165449033348,0.20762884688204827,0.6642052445561414,0.09047031843175263,0.3189730646051694,0.11171972605993236,0.0973704119707143,0.3880597014925373,78,201,0.305168986083499,307,1006,0.24055666003976142,484,2012,0.20352882703777336,819,4024
0.10636822818659007,0.2082343651304147,0.6617387599990177,0.09119313201800622,0.32109694772421216,0.11138940601364127,0.09794496746885945,0.4228855721393035,85,201,0.2893954410307235,292,1009,0.237741456166419,480,2019,0.20331847449232293,821,4038
0.10935109795213423,0.21596558207617989,0.6735205311533605,0.09290371433423474,0.3247767060113659,0.11253493949518284,0.0982111447726717,0.3712871287128713,75,202,0.3139190523198421,318,1013,0.27295162882527146,553,2026,0.21761658031088082,882,4053
0.10327065413082616,0.20173883303850187,0.658364016596847,0.08900151264041968,0.31548506007826405,0.11031830111256156,0.0975037090963632,0.40703517587939697,81,199,0.2902902902902903,290,999,0.24312156078039018,486,1999,0.20130032508127033,805,3999
0.10690148487987766,0.21194138967906623,0.6664628799077309,0.09141275214154056,0.32142728550649036,0.11212330675810264,0.0979697130617251,0.3465346534653465,70,202,0.30009871668311944,304,1013,0.25456339417858903,516,2027,0.20448939319190923,829,4054
0.1095551486961255,0.21031116539125594,0.6593395535696581,0.09361346969142868,0.32781160924298625,0.11262259997080414,0.0983124022001013,0.37623762376237624,76,202,0.30297029702970296,306,1010,0.25693069306930694,519,2020,0.20737441227418957,838,4041
0.10614497365019389,0.21631479118779745,0.665911322772743,0.09065321326668994,0.31942189295850243,0.11150192312468388,0.0977527721412008,0.4228855721393035,85,201,0.3194029850746269,321,1005,0.252113376429637,507,2011,0.20039781203381402,806,4022
0.10659547117571443,0.2088762975685943,0.6637067069621027,0.09130680173843145,0.3213142140936635,0.1120976467146963,0.09859039837824925,0.3613861386138614,73,202,0.29277942631058357,296,1011,0.2443125618199802,494,2022,0.2088998763906057,845,4045
0.10899841959699723,0.20456953083555002,0.6594915066213651,0.09333406881005181,0.3269601189529022,0.11208163484201523,0.0983305510344346,0.3465346534653465,70,202,0.2984189723320158,302,1012,0.25148221343873517,509,2024,0.20992837737713016,850,4049
0.10671857841669162,0.20992085103676456,0.6669496175386904,0.09125924574093028,0.32085158528761826,0.11047851544716589,0.09734551313402515,0.36,72,200,0.3066933066933067,307,1001,0.2521218172740889,505,2003,0.2054418372441338,823,4006
0.10885926508928133,0.21138119092883417,0.6659543777575592,0.0928900561426651,0.3253121733265608,0.11204557231599746,0.0983573839985114,0.4088669950738916,83,203,0.30118110236220474,306,1016,0.2529527559055118,514,2032,0.2068880688806888,841,4065
0.10617369383619198,0.19147933938192,0.6528253977031835,0.0918792367620423,0.3235102180861228,0.11131891202560183,0.0981818933448024,0.3613861386138614,73,202,0.26706231454005935,270,1011,0.22145328719723184,448,2023,0.19154720711814138,775,4046
0.10612788632326821,0.19475507818890436,0.6611163754619716,0.09147353032112834,0.3217701643354197,0.11208281372832087,0.09819420312513305,0.32673267326732675,66,202,0.2783810463968411,282,1013,0.23198420533070088,470,2026,0.19664446089316556,797,4053
0.10852444400416068,0.20765891342739495,0.6694961390557671,0.09272206617588859,0.3245012333203891,0.11137860824453027,0.0978052215541643,0.3681592039800995,74,201,0.29137760158572845,294,1009,0.24925668979187315,503,2018,0.20931384691602675,845,4037
0.10792430514488469,0.2158381636267843,0.6630785770537224,0.09202666684340427,0.323425974333796,0.11295811576419479,0.0983087981443858,0.4207920792079208,85,202,0.3254437869822485,330,1014,0.25184820108427797,511,2029,0.20453425332676195,830,4058
0.10633060943191887,0.1982998420698645,0.6655118987142922,0.09149806852342629,0.32143258379957956,0.11205671112742613,0.0984045880912208,0.3054187192118227,62,203,0.2729064039408867,277,1015,0.24372230428360414,495,2031,0.2016248153618907,819,4062
0.10388833499501496,0.19918777664852017,0.6663481037202941,0.08946600075251644,0.31605282018929104,0.11109458050299734,0.09794162445162094,0.375,75,200,0.2811565304087737,282,1003,0.2337986041874377,469,2006,0.2023928215353938,812,4012
0.10619118375433383,0.21700769996038338,0.6688602515172668,0.09054290620479191,0.31896809735842246,0.11266156566064635,0.09843821359991714,0.4079601990049751,82,201,0.3211100099108028,324,1009,0.2585438335809807,522,2019,0.21050024764735017,850,4038
0.10559714441524962,0.20371276988670386,0.6635290299898536,0.09065502592348271,0.3194409132911865,0.1115529125031511,0.0977173153677999,0.3283582089552239,66,201,0.2906746031746032,293,1008,0.2464055528011899,497,2017,0.20426375805651958,824,4034
0.1080310232674506,0.2138256299298184,0.6668941630034183,0.09214187113662214,0.3232616727473362,0.11061079166819333,0.0975418213603291,0.4020100502512563,80,199,0.3023023023023023,302,999,0.25575575575575576,511,1998,0.21265949462096573,850,3997
0.10763610888710969,0.218868759266462,0.6739391992702166,0.09161470727371947,0.32147582369539246,0.11131509118378477,0.0971489817577986,0.4221105527638191,84,199,0.3013013013013013,301,999,0.25725725725725723,514,1998,0.21096096096096095,843,3996
0.11056620597414177,0.22019973091297212,0.6784110689906766,0.09363403370380317,0.3262234162972055,0.11143538842636905,0.0980494946995152,0.3681592039800995,74,201,0.3211100099108028,324,1009,0.2690782953419227,543,2018,0.22368095120138717,903,4037
0.1060366936279345,0.21644086831333703,0.6796271063793754,0.09026192274858987,0.317266058429049,0.11274670256977107,0.09801423100389385,0.3613861386138614,73,202,0.3129318854886476,317,1013,0.26097681302417364,529,2027,0.2187422934648582,887,4055
0.10809331940506392,0.20819454762854245,0.6676398013546058,0.09233763299169295,0.3236130062701157,0.11081682155870033,0.0971118193800829,0.35323383084577115,71,201,0.3144278606965174,316,1005,0.24427860696517412,491,2010,0.20870646766169154,839,4020
0.10667064320508997,0.20520055302579907,0.6655747140265202,0.09150624761486012,0.3215016771958115,0.11170790257307842,0.09806636443138389,0.3283582089552239,66,201,0.2945273631840796,296,1005,0.2486325211337643,500,2011,0.199602286850609,803,4023
0.10447986324098749,0.20568480019064983,0.6718792022686719,0.08958246632869406,0.315917160755752,0.11077114753046244,0.0969972169586698,0.3484848484848485,69,198,0.2987927565392354,297,994,0.25653923541247486,510,1988,0.2029167714357556,807,3977
0.10533624280896647,0.20711029064786415,0.6730474703629933,0.09012846421626336,0.3171909582340965,0.11180703855198869,0.0981698004750929,0.3383084577114428,68,201,0.32341269841269843,326,1008,0.251984126984127,508,2016,0.20634920634920634,832,4032
0.10578992143321823,0.21156351720610117,0.6689204990402928,0.09047974460397015,0.318580100604729,0.11061544084171986,0.0971300464903615,0.4321608040201005,86,199,0.2952952952952953,295,999,0.24574574574574576,491,1998,0.20445445445445445,817,3996
0.10814530796834292,0.20814686345159683,0.6726457987803962,0.0923400211315184,0.3231160614352437,0.11254869389773142,0.0981877240987211,0.31527093596059114,64,203,0.31268436578171094,318,1017,0.2581120943952802,525,2034,0.21140609636184857,860,4068
0.10485667607307292,0.20872325974966535,0.6758261754535605,0.08980560073512281,0.31624064108063277,0.11211512543655011,0.0979498903285999,0.36318407960199006,73,201,0.3002973240832507,303,1009,0.2446755819712729,494,2019,0.20153503342411488,814,4039
0.10460127237757065,0.18995931898654128,0.646432669185151,0.09072997945438264,0.32090567751089716,0.11214143984092984,0.0983573839985114,0.35148514851485146,71,202,0.26850937808489633,272,1013,0.23186975826344353,470,2027,0.18840937114673242,764,4055
0.10292866082603254,0.21425495509378578,0.6814551397848903,0.08798487159393327,0.3109395319794178,0.11058995216592273,0.0970930605628415,0.4020100502512563,80,199,0.30060120240480964,300,998,0.24236354531797696,484,1997,0.2030037546933667,811,3995
0.10561351217088923,0.2003039780896947,0.6669846206435154,0.09073468158573782,0.31921266447777485,0.1115740740538622,0.097557810202711,0.31840796019900497,64,201,0.30019880715705766,302,1006,0.24689518132141083,497,2013,0.2009438648782911,809,4026
0.11006103563693641,0.22484366947321685,0.6732842974773221,0.09312834954503747,0.3254677961919255,0.11231022932900842,0.09800976762577696,0.39901477832512317,81,203,0.3438423645320197,349,1015,0.26981782373215163,548,2031,0.22052670440561162,896,4063
0.10456340280901684,0.2222699921098526,0.6739361409758958,0.08897621298687255,0.3143443036233934,0.11127829262755203,0.0976378284002351,0.37,74,200,0.338,338,1000,0.274,548,2000,0.21144713821544614,846,4001
0.10889031811210607,0.20211076369175823,0.6580400032165946,0.09339465769678133,0.32718661502128055,0.11210519348997329,0.098186081178614,0.3564356435643564,72,202,0.30594059405940593,309,1010,0.24047501237011382,486,2021,0.20361207323107372,823,4042
