A,n,min,p01,p05,median,p95,p99,max
0,75035,0.00021674157437490655,0.0005960737825103154,0.0010787600105596378,0.003314878222854924,0.6622756344385593,0.7564748424027691,0.8736130033207351
1,35481,0.008490559178085777,0.27275252043062925,0.3920101102254472,0.6238310158732316,0.8030667446250268,0.8393310951240116,0.8898758569726105
