budget_frac,k,no_show_rate_none,no_show_rate_all,no_show_rate_risk_policy,no_show_rate_uplift_policy,reduction_vs_none_risk,reduction_vs_none_uplift
0.01,575,0.2045520467561423,0.2750688183273359,0.20180117516374343,0.20124316825445554,0.002750871592398868,0.003308878501686763
0.05,2873,0.2045520467561423,0.2750688183273359,0.19444670218248292,0.1925101137850284,0.010105344573659386,0.012041932971113889
0.1,5746,0.2045520467561423,0.2750688183273359,0.18839726843080182,0.1849474212138146,0.016154778325340485,0.019604625542327697
0.2,11492,0.2045520467561423,0.2750688183273359,0.18017969681828144,0.175601736412946,0.02437234993786086,0.02895031034319631
